PUMFID,PROVR,CH_AGE,PMK3_05R,ARR_05,ARR_20AR,ARR_20BR,ARR_20CR,ARR_20DR,ARR_20GR,ARR_20HR,ARR_20IR,NUMCARER,ARRT20AR,ARRT20BR,ARRT20CR,ARRT20DR,ARRT20GR,ARRT20HR,MAINR,ARR_45,ARR_70AR,ARR_70BR,ARR_70CR,ARR_70DR,ARR_70GR,ARR_70HR,ARR_75AR,ARR_75BR,ARR_75CR,ARR_75DR,ARR_75GR,ARR_75HR,ARR_80,ARR_85R,ARR_90,ARR_95AR,ARR_95BR,ARR_95CR,ARR_95DR,ARR_95ER,ARR_95HR,ARR_95JR,ARR_95KR,ARR_95LR,ARR_95MR,ARR100R,ARR_105,ARR110AR,ARR110BR,ARR110CR,ARR110DR,ARR110ER,ARR110FR,ARR110HR,ARR110KR,ARR_115A,ARR_115B,ARR_115C,ARR_115D,ARR_115E,ARR_115F,ARR_115G,ARR_115H,ARR_115I,ARR_115J,ARR_115K,ARR_120,ARR125R,ARR130AR,ARR130BR,ARR130CR,ARR130DR,ARR130ER,ARR130HR,ARR130IR,ARR130KR,ARR130LR,ARR135BR,ARR135CR,ARR135DR,ARR135ER,ARR135FR,ARR135GR,ARR135JR,ARR135KR,ARR135MR,ARR_140R,HHINCR,EDUGRP,IIDFLAG,USE_CARE,COSTG_AR,COSTG_BR,COSTG_CR,COSTG_DR,COSTG_GR,COSTG_HR,ALLCOSTG,WTPP,VERDATE
6486,47,1,1,1,1,2,2,1,1,2,2,2,2,6,6,1,2,6,1,1,5,6,6,1,1,6,2,6,6,1,2,6,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,2,2,2,2,1,2,2,1,6,6,6,6,6,6,6,6,6,1,2,2,2,1,1,6,6,1,1,6,2,207.4729,29/03/2023
6487,47,1,1,1,1,2,2,1,2,2,2,2,2,6,6,1,6,6,1,2,5,6,6,1,6,6,2,6,6,1,6,6,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,3,2,1,1,6,6,1,6,6,1,207.4729,29/03/2023
6488,47,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,3,1,2,2,6,6,6,6,6,6,6,214.1897,29/03/2023
6489,46,1,1,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,4,6,6,6,6,6,2,6,6,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,9,2,2,1,6,6,6,9,6,6,9,252.2309,29/03/2023
6490,46,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,3,2,2,6,6,6,6,6,6,6,291.5383,29/03/2023
6491,13,2,1,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,5,6,6,6,6,6,2,6,6,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,1,6,6,6,1,6,6,1,139.5025,29/03/2023
6492,13,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,1,1,2,2,6,6,6,6,6,6,6,131.0835,29/03/2023
6493,46,1,2,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,5,6,6,6,6,6,1,6,6,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,1,6,6,6,1,6,6,1,272.142,29/03/2023
6494,35,9,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,1,1,9,1,2,2,6,6,6,6,6,6,6,1086.6141,29/03/2023
6495,35,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,3,9,1,2,2,6,6,6,6,6,6,6,1112.6901,29/03/2023
6497,59,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,1,2,1,2,2,2,1,3,3,2,2,6,6,6,6,6,6,6,608.9879,29/03/2023
6498,59,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,1,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,1,2,2,1,2,3,2,2,6,6,6,6,6,6,6,608.9879,29/03/2023
6499,48,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,1,1,2,2,2,6,6,6,6,6,6,6,637.5867,29/03/2023
6500,24,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,2,2,2,2,6,6,6,6,6,6,6,689.6107,29/03/2023
6501,46,1,1,1,2,2,2,1,2,1,2,2,6,6,6,1,6,1,4,2,6,6,6,2,6,2,6,6,6,1,6,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,6,2,2,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,1,3,3,2,1,6,6,6,1,6,1,1,266.5493,29/03/2023
6502,48,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,96,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,2,2,1,1,2,2,2,6,6,6,6,6,6,6,528.4891,29/03/2023
6503,59,9,1,1,1,2,2,2,2,2,2,1,4,6,6,6,6,6,1,3,2,6,6,6,6,6,2,6,6,6,6,6,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,2,1,9,6,6,6,6,6,9,580.9377,29/03/2023
6504,11,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,3,3,2,2,6,6,6,6,6,6,6,28.8023,29/03/2023
6505,35,1,1,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,1,1,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,2,1,2,6,6,6,6,6,2,1086.6141,29/03/2023
6506,24,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,1,1,1,2,2,6,6,6,6,6,6,6,689.6107,29/03/2023
6507,46,2,1,1,2,2,2,1,2,1,2,2,6,6,6,2,6,9,4,2,6,6,6,5,6,1,6,6,6,1,6,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,1,1,6,6,6,1,6,9,9,292.7687,29/03/2023
6508,48,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,3,9,2,2,2,6,6,6,6,6,6,6,835.9022,29/03/2023
6509,24,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,6,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,645.1533,29/03/2023
6510,24,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,1,1,3,3,2,2,6,6,6,6,6,6,6,781.9189,29/03/2023
6511,12,2,1,1,2,2,2,2,2,1,2,1,6,6,6,6,6,3,6,2,6,6,6,6,6,5,6,6,6,6,6,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,1,6,6,6,6,6,1,1,153.868,29/03/2023
6512,35,2,1,1,1,2,2,2,2,2,2,1,1,6,6,6,6,6,1,1,2,6,6,6,6,6,2,6,6,6,6,6,2,6,6,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,1,1,6,6,6,6,6,1,1112.6901,29/03/2023
6513,35,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,1,3,1,1,2,2,6,6,6,6,6,6,6,1049.8541,29/03/2023
6514,59,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,4,2,1,2,2,6,6,6,6,6,6,6,512.3572,29/03/2023
6515,46,1,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,6,6,6,6,6,6,6,6,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,6,6,6,6,6,6,6,252.2309,29/03/2023
6517,10,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,4,1,1,2,2,6,6,6,6,6,6,6,81.5301,29/03/2023
6518,46,1,1,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,1,1,1,1,6,6,6,6,6,1,272.142,29/03/2023
6519,59,1,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,1,2,3,2,2,6,6,6,6,6,6,6,512.3572,29/03/2023
6520,48,1,9,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,2,3,2,2,6,6,6,6,6,6,6,529.015,29/03/2023
6521,11,2,1,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,2,6,6,6,6,6,1,6,6,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,2,1,6,6,6,1,6,6,1,28.8023,29/03/2023
6522,46,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,1,1,4,1,1,2,2,6,6,6,6,6,6,6,292.7687,29/03/2023
6523,13,1,2,1,2,1,2,2,2,2,2,1,6,2,6,6,6,6,2,1,6,2,6,6,6,6,6,2,6,6,6,6,2,6,6,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,6,1,6,6,6,6,1,85.8728,29/03/2023
6524,13,1,9,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,3,9,1,2,2,6,6,6,6,6,6,6,94.6969,29/03/2023
6525,35,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,2,3,1,2,2,2,6,6,6,6,6,6,6,931.5946,29/03/2023
6526,11,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,2,2,2,2,6,6,6,6,6,6,6,28.8023,29/03/2023
6527,13,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,1,1,1,2,2,6,6,6,6,6,6,6,129.2179,29/03/2023
6529,24,1,2,1,1,2,2,2,2,2,2,1,2,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,2,6,6,2,2,1,2,2,2,2,1,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,3,2,1,1,6,6,6,6,6,1,672.4217,29/03/2023
6530,48,1,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,1,2,2,2,2,2,1,1,3,2,2,6,6,6,6,6,6,6,587.2364,29/03/2023
6532,10,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,1,1,2,2,6,6,6,6,6,6,6,62.6883,29/03/2023
6533,46,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,6,6,6,6,6,6,6,6,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,3,3,2,2,6,6,6,6,6,6,6,284.0261,29/03/2023
6534,48,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,1,2,2,1,2,2,1,2,3,1,2,6,6,6,6,6,6,6,559.7112,29/03/2023
6535,46,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,1,2,1,1,2,3,2,2,6,6,6,6,6,6,6,235.4592,29/03/2023
6536,13,1,1,1,2,2,1,2,2,2,2,1,6,6,3,6,6,6,3,1,6,6,5,6,6,6,6,6,2,6,6,6,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,1,6,6,2,6,6,6,2,114.834,29/03/2023
6537,47,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,3,1,1,1,2,6,6,6,6,6,6,6,202.3368,29/03/2023
6538,13,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,1,1,2,2,2,2,6,6,6,6,6,6,6,129.2179,29/03/2023
6539,12,1,1,1,1,2,2,1,2,2,2,2,2,6,6,2,6,6,1,3,2,6,6,2,6,6,2,6,6,1,6,6,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,2,1,1,6,6,1,6,6,1,139.124,29/03/2023
6540,13,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,139.5025,29/03/2023
6541,46,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,3,3,2,2,2,6,6,6,6,6,6,6,224.9314,29/03/2023
6542,10,2,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,2,3,2,2,6,6,6,6,6,6,6,65.0292,29/03/2023
6543,10,2,1,1,2,2,2,1,2,2,2,1,6,6,6,9,6,6,4,2,6,6,6,5,6,6,6,6,6,2,6,6,2,6,6,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,3,2,1,6,6,6,9,6,6,9,65.0292,29/03/2023
6544,47,1,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,1,2,3,2,2,6,6,6,6,6,6,6,264.7785,29/03/2023
6545,11,1,2,1,2,2,2,2,1,2,2,1,6,6,6,6,2,6,5,2,6,6,6,6,5,6,6,6,6,6,2,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,3,2,1,6,6,6,6,2,6,2,29.751,29/03/2023
6546,24,1,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,1,1,5,6,6,6,6,6,2,6,6,6,6,6,2,6,6,1,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,2,2,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,1,6,6,6,6,6,1,724.9027,29/03/2023
6547,35,1,1,1,2,2,2,1,2,2,2,1,6,6,6,2,6,6,4,2,6,6,6,2,6,6,6,6,6,1,6,6,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,2,2,1,6,6,6,9,6,6,9,931.5946,29/03/2023
6548,35,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,2,2,2,2,6,6,6,6,6,6,6,1049.8541,29/03/2023
6549,13,1,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,2,3,2,2,6,6,6,6,6,6,6,124.2404,29/03/2023
6550,24,2,2,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,1,2,2,2,6,6,6,6,6,6,6,769.1961,29/03/2023
6551,35,9,1,1,2,2,2,2,2,2,1,3,6,6,6,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,96,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,1,9,3,2,2,6,6,6,6,6,6,6,1133.4778,29/03/2023
